route_id,phase,t0,t1,mode,relay_id
K000012,巡航,6450.785459486548,6672.736319029638,中继,Q3-R005
K000012,巡航,6672.736319029638,6935.040590670944,直连,
K000012,下降,6935.040590670944,7152.09265976274,直连,
K000013,爬升,5321.412229372854,5376.5885334906925,直连,
K000013,巡航,5376.5885334906925,5640.163089927699,直连,
K000013,巡航,5640.163089927699,5756.942096598626,中继,Q3-R005
K000013,下降,5756.942096598627,5782.233661540033,中继,Q3-R005
K000013,物资投送,5782.233661540034,6022.233661540033,中继,Q3-R005
K000013,爬升,6022.233661540034,6043.3099656578715,中继,Q3-R005
K000013,巡航,6043.309965657872,6160.088972328799,中继,Q3-R005
K000013,巡航,6160.088972328799,6423.6635287658055,直连,
K000013,下降,6423.6635287658055,6489.875093707212,直连,
K000014,爬升,5657.362035913675,5805.3951210373725,直连,
K000014,巡航,5805.3951210373725,6067.62840578074,直连,
K000014,巡航,6067.62840578074,6206.046113852067,中继,Q3-R005
K000014,下降,6206.046113852069,6244.965816000505,中继,Q3-R005
K000014,物资投送,6244.9658160005065,6484.965816000505,中继,Q3-R005
K000014,爬升,6484.9658160005065,6517.398901124203,中继,Q3-R005
K000014,巡航,6517.398901124205,6543.24735227354,中继,Q3-R005
K000014,巡航,6543.24735227354,6569.095803422875,中继,Q3-R003
K000014,巡航,6569.095803422875,6594.94425457221,中继,Q3-R005
K000014,巡航,6594.94425457221,6607.868480146878,中继,Q3-R003
K000014,巡航,6607.868480146878,6655.81660919553,中继,Q3-R005
K000014,巡航,6655.81660919553,6918.049893938897,直连,
K000014,下降,6918.049893938897,7095.689596087334,直连,
K000015,爬升,5947.094556004502,6055.3102225084085,直连,
K000015,巡航,6055.3102225084085,6427.685252213727,直连,
K000015,巡航,6427.685252213727,6543.24735227354,中继,Q3-R005
K000015,巡航,6543.24735227354,6569.622332260842,中继,Q3-R003
K000015,下降,6569.622332260844,6654.591915390725,中继,Q3-R003
K000015,物资投送,6654.591915390727,7050.591915390725,中继,Q3-R003
K000015,爬升,7050.591915390727,7118.567581894631,中继,Q3-R003
K000015,巡航,7118.567581894633,7144.942561881938,中继,Q3-R003
K000015,巡航,7144.942561881938,7260.504661941745,中继,Q3-R005
K000015,巡航,7260.504661941745,7632.879691647065,直连,
K000015,下降,7632.879691647065,7768.149274776947,直连,
K000016,爬升,7266.5093168646545,7322.396568655019,直连,
K000016,巡航,7322.396568655019,7509.603662813144,直连,
K000016,下降,7509.603662813144,7542.908364961581,直连,
K000016,物资投送,7542.908364961581,7782.908364961581,直连,
K000016,爬升,7782.908364961581,7810.662283418613,直连,
K000016,巡航,7810.662283418613,7997.869377576738,直连,
K000016,下降,7997.869377576738,8064.934079725175,直连,
K000017,爬升,7455.689596087334,7600.390975481866,直连,
K000017,巡航,7600.390975481866,7862.6952471231725,直连,
K000017,巡航,7862.6952471231725,8084.6461066662605,中继,Q3-R005
K000017,下降,8084.646106666262,8173.967761939698,中继,Q3-R005
K000017,物资投送,8173.9677619397,8383.967761939697,中继,Q3-R005
K000017,爬升,8383.9677619397,8458.402474667562,中继,Q3-R005
K000017,巡航,8458.402474667566,8680.353334210657,中继,Q3-R005
K000017,巡航,8680.353334210657,8942.657605851962,直连,
K000017,下降,8942.657605851962,9116.2992611254,直连,
K000018,爬升,7632.09265976274,7711.577015231491,直连,
K000018,巡航,7711.577015231491,7975.060846595585,直连,
K000018,巡航,7975.060846595585,8063.616573172539,中继,Q3-R005
K000018,下降,8063.61657317254,8129.322017508476,中继,Q3-R005
K000018,物资投送,8129.322017508477,8525.322017508475,中继,Q3-R005
K000018,爬升,8525.322017508477,8577.886372977226,中继,Q3-R005
K000018,巡航,8577.886372977227,8666.44209955418,中继,Q3-R005
K000018,巡航,8666.44209955418,8929.925930918274,直连,
K000018,下降,8929.925930918274,9029.281375254212,直连,
K000019,爬升,8221.37381729055,8279.51646133352,直连,
K000019,巡航,8279.51646133352,8483.118035167852,直连,
K000019,下降,8483.118035167852,8527.646340221563,直连,
K000019,物资投送,8527.646340221563,8851.646340221563,直连,
K000019,爬升,8851.646340221563,8887.268984264532,直连,
K000019,巡航,8887.268984264532,9090.870558098864,直连,
K000019,下降,9090.870558098864,9163.548863152575,直连,
K000020,爬升,8394.934079725175,8443.386283094316,直连,
K000020,巡航,8443.386283094316,8646.987856928648,直连,
K000020,下降,8646.987856928648,8682.610500971618,直连,
K000020,物资投送,8682.610500971618,8862.610500971618,直连,
K000020,爬升,8862.610500971618,8892.296037674092,直连,
K000020,巡航,8892.296037674092,9095.897611508424,直连,
K000020,下降,9095.897611508424,9154.040255551394,直连,
