route_id,phase,t0,t1,mode,relay_id
K000012,下降,5853.811735121313,5965.46380421311,中继,Q3-R005
K000012,物资投送,5965.46380421311,6361.46380421311,中继,Q3-R005
K000012,爬升,6361.46380421311,6450.785459486548,中继,Q3-R005
K000012,巡航,6450.785459486548,6660.193083782504,中继,Q3-R005
K000012,巡航,6660.193083782504,6672.736319029638,中继,Q3-R002
K000012,巡航,6672.736319029638,6935.040590670944,直连,
K000012,下降,6935.040590670944,7152.09265976274,直连,
K000014,爬升,5610.630018918233,5758.663104041931,直连,
K000014,巡航,5758.663104041931,6020.896388785298,直连,
K000014,巡航,6020.896388785298,6159.314096856625,中继,Q3-R005
K000014,下降,6159.314096856627,6198.233799005063,中继,Q3-R005
K000014,物资投送,6198.233799005065,6438.233799005063,中继,Q3-R005
K000014,爬升,6438.233799005065,6470.666884128761,中继,Q3-R005
K000014,巡航,6470.666884128763,6496.515335278098,中继,Q3-R005
K000014,巡航,6496.515335278098,6522.363786427433,中继,Q3-R002
K000014,巡航,6522.363786427433,6548.2122375767685,中继,Q3-R005
K000014,巡航,6548.2122375767685,6609.084592200088,中继,Q3-R002
K000014,巡航,6609.084592200088,6871.317876943455,直连,
K000014,下降,6871.317876943455,7048.9575790918925,直连,
K000013,爬升,5767.664298667041,5822.84060278488,直连,
K000013,巡航,5822.84060278488,6086.415159221886,直连,
K000013,巡航,6086.415159221886,6203.1941658928135,中继,Q3-R005
K000013,下降,6203.194165892814,6228.48573083422,中继,Q3-R005
K000013,物资投送,6228.485730834221,6468.48573083422,中继,Q3-R005
K000013,爬升,6468.485730834221,6489.562034952059,中继,Q3-R005
K000013,巡航,6489.56203495206,6606.341041622986,中继,Q3-R002
K000013,巡航,6606.341041622986,6869.915598059993,直连,
K000013,下降,6869.915598059993,6936.127163001399,直连,
K000015,爬升,5893.409238683022,6001.624905186928,直连,
K000015,巡航,6001.624905186928,6373.9999348922465,直连,
K000015,巡航,6373.9999348922465,6489.56203495206,中继,Q3-R005
K000015,巡航,6489.56203495206,6515.937014939362,中继,Q3-R002
K000015,下降,6515.9370149393635,6600.906598069245,中继,Q3-R002
K000015,物资投送,6600.906598069247,6996.906598069245,中继,Q3-R002
K000015,爬升,6996.906598069247,7064.882264573151,中继,Q3-R002
K000015,巡航,7064.8822645731525,7206.819344620265,中继,Q3-R002
K000015,巡航,7206.819344620265,7579.194374325584,直连,
K000015,下降,7579.194374325584,7714.463957455467,直连,
K000017,爬升,7491.738758397278,7636.440137791809,直连,
K000017,巡航,7636.440137791809,7898.744409433115,直连,
K000017,巡航,7898.744409433115,8120.695268976204,中继,Q3-R006
K000017,下降,8120.695268976206,8210.016924249641,中继,Q3-R006
K000017,物资投送,8210.016924249643,8420.016924249641,中继,Q3-R006
K000017,爬升,8420.016924249643,8494.451636977505,中继,Q3-R006
K000017,巡航,8494.451636977508,8716.402496520599,中继,Q3-R006
K000017,巡航,8716.402496520599,8978.706768161905,直连,
K000017,下降,8978.706768161905,9152.348423435342,直连,
K000018,爬升,7632.09265976274,7711.577015231491,直连,
K000018,巡航,7711.577015231491,7975.060846595585,直连,
K000018,巡航,7975.060846595585,8063.616573172539,中继,Q3-R006
K000018,下降,8063.61657317254,8129.322017508476,中继,Q3-R006
K000018,物资投送,8129.322017508477,8525.322017508475,中继,Q3-R006
K000018,爬升,8525.322017508477,8577.886372977226,中继,Q3-R006
K000018,巡航,8577.886372977227,8666.44209955418,中继,Q3-R006
K000018,巡航,8666.44209955418,8929.925930918274,直连,
K000018,下降,8929.925930918274,9029.281375254212,直连,
K000019,爬升,8221.37381729055,8279.51646133352,直连,
K000019,巡航,8279.51646133352,8483.118035167852,直连,
K000019,下降,8483.118035167852,8527.646340221563,直连,
K000019,物资投送,8527.646340221563,8851.646340221563,直连,
K000019,爬升,8851.646340221563,8887.268984264532,直连,
K000019,巡航,8887.268984264532,9090.870558098864,直连,
K000019,下降,9090.870558098864,9163.548863152575,直连,
K000016,爬升,8365.124100292052,8421.011352082416,直连,
K000016,巡航,8421.011352082416,8608.21844624054,直连,
K000016,下降,8608.21844624054,8641.523148388978,直连,
K000016,物资投送,8641.523148388978,8881.523148388978,直连,
K000016,爬升,8881.523148388978,8909.277066846009,直连,
K000016,巡航,8909.277066846009,9096.484161004133,直连,
K000016,下降,9096.484161004133,9163.548863152571,直连,
