route_id,phase,t0,t1,mode,relay_id
K000013,爬升,5321.412227017302,5376.58853113514,直连,
K000013,巡航,5376.58853113514,5640.163087572147,直连,
K000013,巡航,5640.163087572147,5756.942094243074,中继,Q3-R005
K000013,下降,5756.942094243075,5782.2336591844805,中继,Q3-R005
K000013,物资投送,5782.233659184481,6022.2336591844805,中继,Q3-R005
K000013,爬升,6022.233659184481,6043.309963302319,中继,Q3-R005
K000013,巡航,6043.30996330232,6160.088969973247,中继,Q3-R005
K000013,巡航,6160.088969973247,6423.663526410253,直连,
K000013,下降,6423.663526410253,6489.87509135166,直连,
K000014,爬升,5610.630018918232,5758.66310404193,直连,
K000014,巡航,5758.66310404193,6020.896388785297,直连,
K000014,巡航,6020.896388785297,6159.314096856624,中继,Q3-R005
K000014,下降,6159.314096856626,6198.233799005062,中继,Q3-R005
K000014,物资投送,6198.233799005064,6438.233799005062,中继,Q3-R005
K000014,爬升,6438.233799005064,6470.66688412876,中继,Q3-R005
K000014,巡航,6470.666884128762,6609.084592200087,中继,Q3-R005
K000014,巡航,6609.084592200087,6871.317876943454,直连,
K000014,下降,6871.317876943454,7048.957579091892,直连,
K000015,爬升,5968.023674357488,6076.239340861394,直连,
K000015,巡航,6076.239340861394,6448.614370566713,直连,
K000015,巡航,6448.614370566713,6564.176470626526,中继,Q3-R005
K000015,巡航,6564.176470626526,6590.551450613828,中继,Q3-R002
K000015,下降,6590.55145061383,6675.521033743711,中继,Q3-R002
K000015,物资投送,6675.521033743713,7071.521033743711,中继,Q3-R002
K000015,爬升,7071.521033743713,7139.496700247617,中继,Q3-R002
K000015,巡航,7139.496700247619,7165.871680234924,中继,Q3-R002
K000015,巡航,7165.871680234924,7281.433780294731,中继,Q3-R005
K000015,巡航,7281.433780294731,7653.8088100000505,直连,
K000015,下降,7653.8088100000505,7789.078393129933,直连,
K000016,爬升,7266.509314509103,7322.396566299468,直连,
K000016,巡航,7322.396566299468,7509.603660457593,直连,
K000016,下降,7509.603660457593,7542.90836260603,直连,
K000016,物资投送,7542.90836260603,7782.90836260603,直连,
K000016,爬升,7782.90836260603,7810.6622810630615,直连,
K000016,巡航,7810.6622810630615,7997.869375221187,直连,
K000016,下降,7997.869375221187,8064.934077369624,直连,
K000017,爬升,7408.957579091892,7553.658958486423,直连,
K000017,巡航,7553.658958486423,7815.963230127729,直连,
K000017,巡航,7815.963230127729,8037.914089670818,中继,Q3-R005
K000017,下降,8037.9140896708195,8127.235744944255,中继,Q3-R005
K000017,物资投送,8127.235744944257,8337.235744944255,中继,Q3-R005
K000017,爬升,8337.235744944257,8411.67045767212,中继,Q3-R005
K000017,巡航,8411.670457672122,8633.621317215213,中继,Q3-R005
K000017,巡航,8633.621317215213,8895.925588856519,直连,
K000017,下降,8895.925588856519,9069.567244129956,直连,
K000018,爬升,7632.09265976274,7711.577015231491,直连,
K000018,巡航,7711.577015231491,7975.060846595585,直连,
K000018,巡航,7975.060846595585,8063.616573172539,中继,Q3-R005
K000018,下降,8063.61657317254,8129.322017508476,中继,Q3-R005
K000018,物资投送,8129.322017508477,8525.322017508475,中继,Q3-R005
K000018,爬升,8525.322017508477,8577.886372977226,中继,Q3-R005
K000018,巡航,8577.886372977227,8666.44209955418,中继,Q3-R005
K000018,巡航,8666.44209955418,8929.925930918274,直连,
K000018,下降,8929.925930918274,9029.281375254212,直连,
K000019,爬升,8221.37381729055,8279.51646133352,直连,
K000019,巡航,8279.51646133352,8483.118035167852,直连,
K000019,下降,8483.118035167852,8527.646340221563,直连,
K000019,物资投送,8527.646340221563,8851.646340221563,直连,
K000019,爬升,8851.646340221563,8887.268984264532,直连,
K000019,巡航,8887.268984264532,9090.870558098864,直连,
K000019,下降,9090.870558098864,9163.548863152575,直连,
K000020,爬升,8394.934077369624,8443.386280738765,直连,
K000020,巡航,8443.386280738765,8646.987854573097,直连,
K000020,下降,8646.987854573097,8682.610498616066,直连,
K000020,物资投送,8682.610498616066,8862.610498616066,直连,
K000020,爬升,8862.610498616066,8892.29603531854,直连,
K000020,巡航,8892.29603531854,9095.897609152873,直连,
K000020,下降,9095.897609152873,9154.040253195843,直连,
