route_id,phase,t0,t1,mode,relay_id
K000012,爬升,5195.91494866348,5369.556603936917,直连,
K000012,巡航,5369.556603936917,5631.8608755782225,直连,
K000012,巡航,5631.8608755782225,5853.811735121313,中继,Q3-R005
K000012,下降,5853.811735121313,5965.46380421311,中继,Q3-R005
K000012,物资投送,5965.46380421311,6361.46380421311,中继,Q3-R005
K000012,爬升,6361.46380421311,6450.785459486548,中继,Q3-R005
K000012,巡航,6450.785459486548,6672.736319029638,中继,Q3-R005
K000012,巡航,6672.736319029638,6935.040590670944,直连,
K000012,下降,6935.040590670944,7152.09265976274,直连,
K000014,爬升,5610.630018918232,5758.66310404193,直连,
K000014,巡航,5758.66310404193,6020.896388785297,直连,
K000014,巡航,6020.896388785297,6159.314096856624,中继,Q3-R005
K000014,下降,6159.314096856626,6198.233799005062,中继,Q3-R005
K000014,物资投送,6198.233799005064,6438.233799005062,中继,Q3-R005
K000014,爬升,6438.233799005064,6470.66688412876,中继,Q3-R005
K000014,巡航,6470.666884128762,6609.084592200087,中继,Q3-R005
K000014,巡航,6609.084592200087,6871.317876943454,直连,
K000014,下降,6871.317876943454,7048.957579091892,直连,
K000015,爬升,5867.439194949478,5975.654861453385,直连,
K000015,巡航,5975.654861453385,6348.029891158703,直连,
K000015,巡航,6348.029891158703,6463.591991218516,中继,Q3-R005
K000015,巡航,6463.591991218516,6489.9669712058185,中继,Q3-R002
K000015,下降,6489.96697120582,6574.936554335702,中继,Q3-R002
K000015,物资投送,6574.9365543357035,6970.936554335702,中继,Q3-R002
K000015,爬升,6970.9365543357035,7038.9122208396075,中继,Q3-R002
K000015,巡航,7038.912220839609,7065.287200826914,中继,Q3-R002
K000015,巡航,7065.287200826914,7180.849300886722,中继,Q3-R005
K000015,巡航,7180.849300886722,7553.224330592041,直连,
K000015,下降,7553.224330592041,7688.4939137219235,直连,
K000013,爬升,6806.661235957695,6861.837540075533,直连,
K000013,巡航,6861.837540075533,7125.412096512539,直连,
K000013,巡航,7125.412096512539,7242.191103183467,中继,Q3-R005
K000013,下降,7242.191103183468,7267.482668124873,中继,Q3-R005
K000013,物资投送,7267.482668124874,7507.482668124873,中继,Q3-R005
K000013,爬升,7507.482668124874,7528.558972242712,中继,Q3-R005
K000013,巡航,7528.558972242713,7645.33797891364,中继,Q3-R005
K000013,巡航,7645.33797891364,7908.912535350646,直连,
K000013,下降,7908.912535350646,7975.124100292052,直连,
K000017,爬升,7408.957579091892,7553.658958486423,直连,
K000017,巡航,7553.658958486423,7815.963230127729,直连,
K000017,巡航,7815.963230127729,8037.914089670818,中继,Q3-R005
K000017,下降,8037.9140896708195,8127.235744944255,中继,Q3-R005
K000017,物资投送,8127.235744944257,8337.235744944255,中继,Q3-R005
K000017,爬升,8337.235744944257,8411.67045767212,中继,Q3-R005
K000017,巡航,8411.670457672122,8633.621317215213,中继,Q3-R005
K000017,巡航,8633.621317215213,8895.925588856519,直连,
K000017,下降,8895.925588856519,9069.567244129956,直连,
K000018,爬升,7632.09265976274,7711.577015231491,直连,
K000018,巡航,7711.577015231491,7975.060846595585,直连,
K000018,巡航,7975.060846595585,8063.616573172539,中继,Q3-R005
K000018,下降,8063.61657317254,8129.322017508476,中继,Q3-R005
K000018,物资投送,8129.322017508477,8525.322017508475,中继,Q3-R005
K000018,爬升,8525.322017508477,8577.886372977226,中继,Q3-R005
K000018,巡航,8577.886372977227,8666.44209955418,中继,Q3-R005
K000018,巡航,8666.44209955418,8929.925930918274,直连,
K000018,下降,8929.925930918274,9029.281375254212,直连,
K000019,爬升,8221.37381719055,8279.51646123352,直连,
K000019,巡航,8279.51646123352,8483.118035067851,直连,
K000019,下降,8483.118035067851,8527.646340121562,直连,
K000019,物资投送,8527.646340121562,8851.646340121562,直连,
K000019,爬升,8851.646340121562,8887.268984164532,直连,
K000019,巡航,8887.268984164532,9090.870557998864,直连,
K000019,下降,9090.870557998864,9163.548863052574,直连,
K000016,爬升,8365.124100292052,8421.011352082416,直连,
K000016,巡航,8421.011352082416,8608.21844624054,直连,
K000016,下降,8608.21844624054,8641.523148388978,直连,
K000016,物资投送,8641.523148388978,8881.523148388978,直连,
K000016,爬升,8881.523148388978,8909.277066846009,直连,
K000016,巡航,8909.277066846009,9096.484161004133,直连,
K000016,下降,9096.484161004133,9163.548863152571,直连,
