vehicle,zones,counts,nbox,mass,volume,energy,horizontal_energy,climb_energy,duration,prep_s,offsets,latest_start,urgent_start,soc,charge_s,route_id
C,"[""S001""]","{""S001|医疗物资"": 1, ""S001|生活卫生用品"": 2}",3,15.0,0.082,1.9926251901388061,1.922358668483787,0.07026652165501915,1296.1750458620231,390.0,"{""S001|医疗物资"": 984.2725229310115, ""S001|生活卫生用品"": 984.2725229310115}",2615.7274770689883,2615.7274770689883,0.7509218512326492,1373.0026556625933,R000020
C,"[""S001""]","{""S001|医疗物资"": 1, ""S001|生活卫生用品"": 1, ""S001|应急食品"": 1}",3,17.0,0.075,2.003091732504258,1.931724942064398,0.07136679043986004,1296.1750458620231,390.0,"{""S001|医疗物资"": 984.2725229310115, ""S001|生活卫生用品"": 984.2725229310115, ""S001|应急食品"": 984.2725229310115}",2615.7274770689883,2615.7274770689883,0.7496135334369678,1375.8373442199031,R000021
C,"[""S001""]","{""S001|医疗物资"": 2, ""S001|生活卫生用品"": 2}",4,18.0,0.094,2.008611702656321,1.93669477782404,0.07191692483228049,1362.1750458620231,420.0,"{""S001|医疗物资"": 1050.2725229310115, ""S001|生活卫生用品"": 1050.2725229310115}",2549.7274770689883,2549.7274770689883,0.7489235371679599,1377.332336136087,R000022
C,"[""S001""]","{""S001|医疗物资"": 1, ""S001|生活卫生用品"": 2, ""S001|饮用水"": 3}",6,57.0,0.163,2.422833222979465,2.3294610568427867,0.09337216613667806,1494.1750458620231,480.0,"{""S001|医疗物资"": 1182.2725229310115, ""S001|生活卫生用品"": 1182.2725229310115, ""S001|饮用水"": 1182.2725229310115}",2417.7274770689883,2417.7274770689883,0.6971458471275669,1489.517331223605,R000023
C,"[""S001""]","{""S001|生活卫生用品"": 2, ""S001|应急食品"": 1, ""S001|饮用水"": 2}",5,48.0,0.152,2.2814782762843073,2.193057319679413,0.08842095660489402,1428.1750458620231,450.0,"{""S001|生活卫生用品"": 1116.2725229310115, ""S001|应急食品"": 1116.2725229310115, ""S001|饮用水"": 1116.2725229310115}",inf,2483.7274770689883,0.7148152154644616,1451.233699827,R000024
C,"[""S001""]","{""S001|应急食品"": 3, ""S001|饮用水"": 2}",5,52.0,0.138,2.339421244290703,2.2487997501161274,0.09062149417457582,1428.1750458620231,450.0,"{""S001|应急食品"": 1116.2725229310115, ""S001|饮用水"": 1116.2725229310115}",inf,2483.7274770689883,0.7075723444636621,1466.9265869953988,R000025
C,"[""S001""]","{""S001|医疗物资"": 1, ""S001|生活卫生用品"": 2, ""S001|应急食品"": 2, ""S001|饮用水"": 2}",7,59.0,0.192,2.4601934139191384,2.365720978997619,0.09447243492151898,1560.1750458620231,510.0,"{""S001|医疗物资"": 1248.2725229310115, ""S001|生活卫生用品"": 1248.2725229310115, ""S001|应急食品"": 1248.2725229310115, ""S001|饮用水"": 1248.2725229310115}",2351.7274770689883,2351.7274770689883,0.6924758232601077,1499.6357162697668,R000026
C,"[""S001""]","{""S001|生活卫生用品"": 1, ""S001|饮用水"": 3}",4,48.0,0.116,2.2814782762843073,2.193057319679413,0.08842095660489402,1362.1750458620231,420.0,"{""S001|生活卫生用品"": 1050.2725229310115, ""S001|饮用水"": 1050.2725229310115}",inf,2549.7274770689883,0.7148152154644616,1451.233699827,R000027
C,"[""S001""]","{""S001|医疗物资"": 2, ""S001|生活卫生用品"": 1, ""S001|应急食品"": 3, ""S001|饮用水"": 2}",8,64.0,0.197,2.5656145660855434,2.4683914592019223,0.09722310688362124,1626.1750458620231,540.0,"{""S001|医疗物资"": 1314.2725229310115, ""S001|生活卫生用品"": 1314.2725229310115, ""S001|应急食品"": 1314.2725229310115, ""S001|饮用水"": 1314.2725229310115}",2285.7274770689883,2285.7274770689883,0.6792981792393071,1528.1872783148347,R000028
C,"[""S001""]","{""S001|生活卫生用品"": 1, ""S001|应急食品"": 3, ""S001|饮用水"": 3}",7,72.0,0.2,2.7806916775148762,2.6790674954918914,0.10162418202298484,1560.1750458620231,510.0,"{""S001|生活卫生用品"": 1248.2725229310115, ""S001|应急食品"": 1248.2725229310115, ""S001|饮用水"": 1248.2725229310115}",inf,2351.7274770689883,0.6524135403106405,1586.4373293269457,R000029
C,"[""S001""]","{""S001|医疗物资"": 1, ""S001|生活卫生用品"": 2, ""S001|饮用水"": 2}",5,43.0,0.136,2.218167741008803,2.1324974563660106,0.08567028464279178,1428.1750458620231,450.0,"{""S001|医疗物资"": 1116.2725229310115, ""S001|生活卫生用品"": 1116.2725229310115, ""S001|饮用水"": 1116.2725229310115}",2483.7274770689883,2483.7274770689883,0.7227290323738996,1434.0870965232175,R000030
B,"[""S002""]","{""S002|医疗物资"": 1}",1,3.0,0.012,2.2007817816473847,2.13212761767453,0.06865416397285462,1696.7240813077574,330.0,"{""S002|医疗物资"": 1100.3020406538787}",2499.697959346121,2499.697959346121,0.4498045545881538,1620.3387720471999,R000031
B,"[""S002""]","{""S002|生活卫生用品"": 1}",1,6.0,0.035,2.2304972205909737,2.159785065607453,0.07071215498352051,1696.7240813077574,330.0,"{""S002|生活卫生用品"": 1100.3020406538787}",inf,inf,0.4423756948522566,1633.2154622560886,R000032
B,"[""S002""]","{""S002|应急食品"": 1}",1,8.0,0.028,2.256070813330016,2.1839866643393844,0.0720841489906311,1696.7240813077574,330.0,"{""S002|应急食品"": 1100.3020406538787}",inf,inf,0.435982296667496,1644.297352443007,R000033
B,"[""S002""]","{""S002|医疗物资"": 1, ""S002|生活卫生用品"": 1}",2,9.0,0.047,2.270561337533877,2.1977911915396904,0.07277014599418641,1756.7240813077574,360.0,"{""S002|医疗物资"": 1160.3020406538787, ""S002|生活卫生用品"": 1160.3020406538787}",2439.697959346121,2439.697959346121,0.4323596656165307,1650.5765795980133,R000034
B,"[""S002""]","{""S002|医疗物资"": 1, ""S002|应急食品"": 1}",2,11.0,0.04,2.303067043336501,2.228924903335204,0.07414214000129701,1756.7240813077574,360.0,"{""S002|医疗物资"": 1160.3020406538787, ""S002|应急食品"": 1160.3020406538787}",2439.697959346121,2439.697959346121,0.42423323916587474,1664.662385445817,R000035
B,"[""S002""]","{""S002|饮用水"": 1}",1,14.0,0.027,2.3613312390809593,2.285131108068996,0.0762001310119629,1696.7240813077574,330.0,"{""S002|饮用水"": 1100.3020406538787}",inf,2499.697959346121,0.40966719022976017,1689.910203601749,R000036
B,"[""S002""]","{""S002|生活卫生用品"": 1, ""S002|应急食品"": 1}",2,14.0,0.063,2.3613312390809593,2.285131108068996,0.0762001310119629,1756.7240813077574,360.0,"{""S002|生活卫生用品"": 1160.3020406538787, ""S002|应急食品"": 1160.3020406538787}",inf,inf,0.40966719022976017,1689.910203601749,R000037
B,"[""S002""]","{""S002|应急食品"": 2}",2,16.0,0.056,2.4073052700624196,2.329733145043346,0.0775721250190735,1756.7240813077574,360.0,"{""S002|应急食品"": 1160.3020406538787}",inf,inf,0.3981736824843951,1709.8322836937152,R000038
B,"[""S002""]","{""S002|医疗物资"": 1, ""S002|饮用水"": 1}",2,17.0,0.039,2.4327064677128236,2.354448345690195,0.07825812202262879,1756.7240813077574,360.0,"{""S002|医疗物资"": 1160.3020406538787, ""S002|饮用水"": 1160.3020406538787}",2439.697959346121,2439.697959346121,0.3918233830717941,1720.8394693422235,R000039
B,"[""S002""]","{""S002|医疗物资"": 1, ""S002|应急食品"": 2}",3,19.0,0.068,2.4889342119960283,2.409304095966289,0.07963011602973939,1816.7240813077574,390.0,"{""S002|医疗物资"": 1220.3020406538787, ""S002|应急食品"": 1220.3020406538787}",2379.697959346121,2379.697959346121,0.37776644700099293,1745.204825198279,R000040
B,"[""S002""]","{""S002|生活卫生用品"": 1, ""S002|饮用水"": 1}",2,20.0,0.062,2.5200502709293477,2.439734157896053,0.08031611303329468,1756.7240813077574,360.0,"{""S002|生活卫生用品"": 1160.3020406538787, ""S002|饮用水"": 1160.3020406538787}",inf,2439.697959346121,0.36998743226766306,1758.6884507360508,R000041
B,"[""S002""]","{""S002|应急食品"": 1, ""S002|饮用水"": 1}",2,22.0,0.055,2.589166425949312,2.5074783189089063,0.08168810704040527,1756.7240813077574,360.0,"{""S002|应急食品"": 1160.3020406538787, ""S002|饮用水"": 1160.3020406538787}",inf,2439.697959346121,0.352708393512672,1788.6387845780353,R000042
B,"[""S002""]","{""S002|医疗物资"": 1, ""S002|应急食品"": 1, ""S002|饮用水"": 1}",3,25.0,0.067,2.7135015395527393,2.6297554415016675,0.08374609805107118,1816.7240813077574,390.0,"{""S002|医疗物资"": 1220.3020406538787, ""S002|应急食品"": 1220.3020406538787, ""S002|饮用水"": 1220.3020406538787}",2379.697959346121,2379.697959346121,0.32162461511181517,1842.517333806187,R000043
B,"[""S002""]","{""S002|饮用水"": 2}",2,28.0,0.054,2.870236581091768,2.7844324920300307,0.08580408906173707,1756.7240813077574,360.0,"{""S002|饮用水"": 1160.3020406538787}",inf,2439.697959346121,0.28244085472705804,1910.4358518064325,R000044
C,"[""S002""]","{""S002|医疗物资"": 1, ""S002|生活卫生用品"": 1, ""S002|应急食品"": 1}",3,17.0,0.075,4.771207085911148,4.687928637003678,0.08327844890747073,1909.8421660245544,390.0,"{""S002|医疗物资"": 1289.3310830122773, ""S002|生活卫生用品"": 1289.3310830122773, ""S002|应急食品"": 1289.3310830122773}",2310.6689169877227,2310.6689169877227,0.4035991142611065,2125.5352524342693,R000045
C,"[""S002""]","{""S002|生活卫生用品"": 1, ""S002|应急食品"": 2}",3,22.0,0.091,4.839644589167815,4.752936155242567,0.0867084339252472,1909.8421660245544,390.0,"{""S002|生活卫生用品"": 1289.3310830122773, ""S002|应急食品"": 1289.3310830122773}",inf,inf,0.39504442635402315,2144.070409566283,R000046
C,"[""S002""]","{""S002|医疗物资"": 1, ""S002|生活卫生用品"": 1, ""S002|饮用水"": 1}",3,23.0,0.074,4.854766922359845,4.767372491431042,0.08739443092880249,1909.8421660245544,390.0,"{""S002|医疗物资"": 1289.3310830122773, ""S002|生活卫生用品"": 1289.3310830122773, ""S002|饮用水"": 1289.3310830122773}",2310.6689169877227,2310.6689169877227,0.39315413470501936,2148.166041472458,R000047
C,"[""S002""]","{""S002|医疗物资"": 1, ""S002|生活卫生用品"": 1, ""S002|应急食品"": 2}",4,25.0,0.10300000000000001,4.8864971645749655,4.797730739639053,0.0887664249359131,1975.8421660245544,420.0,"{""S002|医疗物资"": 1355.3310830122773, ""S002|生活卫生用品"": 1355.3310830122773, ""S002|应急食品"": 1355.3310830122773}",2244.6689169877227,2244.6689169877227,0.3891878544281293,2156.759648739053,R000048
C,"[""S002""]","{""S002|生活卫生用品"": 1, ""S002|应急食品"": 1, ""S002|饮用水"": 1}",3,28.0,0.09,4.93793677217745,4.847112356230871,0.09082441594657899,1909.8421660245544,390.0,"{""S002|生活卫生用品"": 1289.3310830122773, ""S002|应急食品"": 1289.3310830122773, ""S002|饮用水"": 1289.3310830122773}",inf,2310.6689169877227,0.3827579034778188,2170.6912091313925,R000049
C,"[""S002""]","{""S002|应急食品"": 2, ""S002|饮用水"": 1}",3,30.0,0.083,4.974913433309892,4.882717023356202,0.09219640995368958,1909.8421660245544,390.0,"{""S002|应急食品"": 1289.3310830122773, ""S002|饮用水"": 1289.3310830122773}",inf,2310.6689169877227,0.3781358208362635,2180.705721521429,R000050
C,"[""S002""]","{""S002|医疗物资"": 1, ""S002|饮用水"": 2}",3,31.0,0.066,4.994242956119988,4.901360549162744,0.09288240695724488,1909.8421660245544,390.0,"{""S002|医疗物资"": 1289.3310830122773, ""S002|饮用水"": 1289.3310830122773}",2310.6689169877227,2310.6689169877227,0.37571963048500145,2185.94080061583,R000051
C,"[""S002""]","{""S002|医疗物资"": 1, ""S002|生活卫生用品"": 1, ""S002|应急食品"": 1, ""S002|饮用水"": 1}",4,31.0,0.102,4.994242956119988,4.901360549162744,0.09288240695724488,1975.8421660245544,420.0,"{""S002|医疗物资"": 1355.3310830122773, ""S002|生活卫生用品"": 1355.3310830122773, ""S002|应急食品"": 1355.3310830122773, ""S002|饮用水"": 1355.3310830122773}",2244.6689169877227,2244.6689169877227,0.37571963048500145,2185.94080061583,R000052
C,"[""S002""]","{""S002|医疗物资"": 1, ""S002|应急食品"": 2, ""S002|饮用水"": 1}",4,33.0,0.095,5.034653333222524,4.940398932258168,0.09425440096435547,1975.8421660245544,420.0,"{""S002|医疗物资"": 1355.3310830122773, ""S002|应急食品"": 1355.3310830122773, ""S002|饮用水"": 1355.3310830122773}",2244.6689169877227,2244.6689169877227,0.3706683333471845,2196.885277747767,R000053
C,"[""S002""]","{""S002|生活卫生用品"": 1, ""S002|饮用水"": 4}",5,62.0,0.14300000000000002,5.999385724149523,5.8852374100820635,0.11414831406745911,2041.8421660245544,450.0,"{""S002|生活卫生用品"": 1421.3310830122773, ""S002|饮用水"": 1421.3310830122773}",inf,2178.6689169877227,0.25007678448130966,2458.1669669571625,R000054
C,"[""S002""]","{""S002|生活卫生用品"": 1, ""S002|应急食品"": 1, ""S002|饮用水"": 3}",5,56.0,0.14400000000000002,5.721393778697459,5.6113614466513315,0.11003233204612733,2041.8421660245544,450.0,"{""S002|生活卫生用品"": 1421.3310830122773, ""S002|应急食品"": 1421.3310830122773, ""S002|饮用水"": 1421.3310830122773}",inf,2178.6689169877227,0.2848257776628176,2382.877481730562,R000055
C,"[""S002""]","{""S002|生活卫生用品"": 1, ""S002|饮用水"": 2}",3,34.0,0.089,5.05576452388224,4.960824125914328,0.09494039796791079,1909.8421660245544,390.0,"{""S002|生活卫生用品"": 1289.3310830122773, ""S002|饮用水"": 1289.3310830122773}",inf,2310.6689169877227,0.36802943451472003,2202.6028918847737,R000056
C,"[""S002""]","{""S002|医疗物资"": 1, ""S002|生活卫生用品"": 1, ""S002|饮用水"": 3}",5,51.0,0.128,5.528559902181305,5.421957555152954,0.10660234702835085,2041.8421660245544,450.0,"{""S002|医疗物资"": 1421.3310830122773, ""S002|生活卫生用品"": 1421.3310830122773, ""S002|饮用水"": 1421.3310830122773}",2178.6689169877227,2178.6689169877227,0.30893001222733685,2330.6516401741032,R000057
C,"[""S002""]","{""S002|医疗物资"": 1, ""S002|应急食品"": 1, ""S002|饮用水"": 4}",6,67.0,0.148,6.2810104080250655,6.16343210893983,0.1175782990852356,2107.8421660245544,480.0,"{""S002|医疗物资"": 1487.3310830122773, ""S002|应急食品"": 1487.3310830122773, ""S002|饮用水"": 1487.3310830122773}",2112.6689169877227,2112.6689169877227,0.2148736989968668,2534.440318840122,R000058
C,"[""S002""]","{""S002|医疗物资"": 1, ""S002|生活卫生用品"": 1, ""S002|应急食品"": 2, ""S002|饮用水"": 1}",5,39.0,0.13,5.171076824006121,5.072706441020433,0.09837038298568727,2041.8421660245544,450.0,"{""S002|医疗物资"": 1421.3310830122773, ""S002|生活卫生用品"": 1421.3310830122773, ""S002|应急食品"": 1421.3310830122773, ""S002|饮用水"": 1421.3310830122773}",2178.6689169877227,2178.6689169877227,0.35361539699923483,2233.8333065016577,R000059
C,"[""S002""]","{""S002|应急食品"": 1, ""S002|饮用水"": 4}",5,64.0,0.136,6.1058364017113735,5.990316093636803,0.11552030807456971,2041.8421660245544,450.0,"{""S002|应急食品"": 1421.3310830122773, ""S002|饮用水"": 1421.3310830122773}",inf,2178.6689169877227,0.2367704497860783,2486.99735879683,R000060
B,"[""S003""]","{""S003|医疗物资"": 1}",1,3.0,0.012,2.2562916511771793,2.0896357591199726,0.1666558920572069,1960.6096650380625,330.0,"{""S003|医疗物资"": 1228.2781658523645}",5971.7218341476355,5971.7218341476355,0.43592708720570517,1644.3930488434441,R000061
B,"[""S003""]","{""S003|生活卫生用品"": 1}",1,6.0,0.035,2.2883267956508764,2.116742012858043,0.17158478279283312,1960.6096650380625,330.0,"{""S003|生活卫生用品"": 1228.2781658523645}",inf,inf,0.4279183010872809,1658.2749447820463,R000062
B,"[""S003""]","{""S003|应急食品"": 1}",1,8.0,0.028,2.315332000077712,2.140461290127795,0.17487070994991727,1960.6096650380625,330.0,"{""S003|应急食品"": 1228.2781658523645}",inf,inf,0.42116699998057205,1669.9772000336752,R000063
B,"[""S003""]","{""S003|医疗物资"": 1, ""S003|生活卫生用品"": 1}",2,9.0,0.047,2.3305043759842863,2.153990702455827,0.17651367352845934,2020.6096650380625,360.0,"{""S003|医疗物资"": 1288.2781658523645, ""S003|生活卫生用品"": 1288.2781658523645}",5911.7218341476355,5911.7218341476355,0.41737390600392843,1676.5518962598574,R000064
B,"[""S003""]","{""S003|医疗物资"": 1, ""S003|应急食品"": 1}",2,11.0,0.04,2.3643035411589883,2.184503940473445,0.1797996006855435,2020.6096650380625,360.0,"{""S003|医疗物资"": 1288.2781658523645, ""S003|应急食品"": 1288.2781658523645}",5911.7218341476355,5911.7218341476355,0.4089241147102529,1691.198201168895,R000065
B,"[""S003""]","{""S003|饮用水"": 1}",1,14.0,0.027,2.424318485056973,2.2395899936358026,0.1847284914211697,1960.6096650380625,330.0,"{""S003|饮用水"": 1228.2781658523645}",inf,5971.7218341476355,0.3939203787357568,1717.2046768580215,R000066
B,"[""S003""]","{""S003|生活卫生用品"": 1, ""S003|应急食品"": 1}",2,14.0,0.063,2.424318485056973,2.2395899936358026,0.1847284914211697,2020.6096650380625,360.0,"{""S003|生活卫生用品"": 1288.2781658523645, ""S003|应急食品"": 1288.2781658523645}",inf,inf,0.3939203787357568,1717.2046768580215,R000067
B,"[""S003""]","{""S003|应急食品"": 2}",2,16.0,0.056,2.4713175608166935,2.2833031422384393,0.18801441857825385,2020.6096650380625,360.0,"{""S003|应急食品"": 1288.2781658523645}",inf,inf,0.3821706097958266,1737.5709430205673,R000068
B,"[""S003""]","{""S003|医疗物资"": 1, ""S003|饮用水"": 1}",2,17.0,0.039,2.497183167841789,2.3075257856849936,0.18965738215679592,2020.6096650380625,360.0,"{""S003|医疗物资"": 1288.2781658523645, ""S003|饮用水"": 1288.2781658523645}",5911.7218341476355,5911.7218341476355,0.37570420803955273,1748.779372731442,R000069
B,"[""S003""]","{""S003|医疗物资"": 1, ""S003|应急食品"": 2}",3,19.0,0.068,2.554231607345721,2.361288298031841,0.1929433093138801,2080.6096650380623,390.0,"{""S003|医疗物资"": 1348.2781658523645, ""S003|应急食品"": 1348.2781658523645}",5851.7218341476355,5851.7218341476355,0.36144209816356976,1773.5003631831455,R000070
B,"[""S003""]","{""S003|生活卫生用品"": 1, ""S003|饮用水"": 1}",2,20.0,0.062,2.585698182341118,2.3911119094486963,0.19458627289242214,2020.6096650380625,360.0,"{""S003|生活卫生用品"": 1288.2781658523645, ""S003|饮用水"": 1288.2781658523645}",inf,5911.7218341476355,0.3535754544147205,1787.1358790144845,R000071
B,"[""S003""]","{""S003|应急食品"": 1, ""S003|饮用水"": 1}",2,22.0,0.055,2.655378175289835,2.4575059752403288,0.19787220004950629,2020.6096650380625,360.0,"{""S003|应急食品"": 1288.2781658523645, ""S003|饮用水"": 1288.2781658523645}",inf,5911.7218341476355,0.3361554561775413,1817.3305426255952,R000072
B,"[""S003""]","{""S003|医疗物资"": 1, ""S003|应急食品"": 1, ""S003|饮用水"": 1}",3,25.0,0.067,2.780147288427728,2.577346197642595,0.20280109078513253,2080.6096650380623,390.0,"{""S003|医疗物资"": 1348.2781658523645, ""S003|应急食品"": 1348.2781658523645, ""S003|饮用水"": 1348.2781658523645}",5851.7218341476355,5851.7218341476355,0.30496317789306804,1871.397158318682,R000073
B,"[""S003""]","{""S003|饮用水"": 2}",2,28.0,0.054,2.9366706208937243,2.7289406393729654,0.20772998152075875,2020.6096650380625,360.0,"{""S003|饮用水"": 1288.2781658523645}",inf,5911.7218341476355,0.2658323447765689,1939.223935720614,R000074
C,"[""S003""]","{""S003|医疗物资"": 1, ""S003|生活卫生用品"": 1, ""S003|应急食品"": 1}",3,17.0,0.075,4.7963505060564415,4.594501396107711,0.2018491099487305,2238.1777110992607,390.0,"{""S003|医疗物资"": 1447.5488555496304, ""S003|生活卫生用品"": 1447.5488555496304, ""S003|应急食品"": 1447.5488555496304}",5752.45114445037,5752.45114445037,0.4004561867429448,2132.3449287236194,R000075
C,"[""S003""]","{""S003|生活卫生用品"": 1, ""S003|应急食品"": 2}",3,22.0,0.091,4.868277286402783,4.658213358561342,0.21006392784144087,2238.1777110992607,390.0,"{""S003|生活卫生用品"": 1447.5488555496304, ""S003|应急食品"": 1447.5488555496304}",inf,inf,0.3914653391996521,2151.825098400754,R000076
C,"[""S003""]","{""S003|医疗物资"": 1, ""S003|生活卫生用品"": 1, ""S003|饮用水"": 1}",3,23.0,0.074,4.884068879772546,4.672361988352562,0.21170689141998292,2238.1777110992607,390.0,"{""S003|医疗物资"": 1447.5488555496304, ""S003|生活卫生用品"": 1447.5488555496304, ""S003|饮用水"": 1447.5488555496304}",5752.45114445037,5752.45114445037,0.3894913900284318,2156.101988271731,R000077
C,"[""S003""]","{""S003|医疗物资"": 1, ""S003|生活卫生用品"": 1, ""S003|应急食品"": 2}",4,25.0,0.10300000000000001,4.91710803582354,4.702115217246473,0.2149928185770671,2304.1777110992607,420.0,"{""S003|医疗物资"": 1513.5488555496304, ""S003|生活卫生用品"": 1513.5488555496304, ""S003|应急食品"": 1513.5488555496304}",5686.45114445037,5686.45114445037,0.38536149552205745,2165.0500930355424,R000078
C,"[""S003""]","{""S003|生活卫生用品"": 1, ""S003|应急食品"": 1, ""S003|饮用水"": 1}",3,28.0,0.09,4.970434400996443,4.75051269168375,0.2199217093126933,2238.1777110992607,390.0,"{""S003|生活卫生用品"": 1447.5488555496304, ""S003|应急食品"": 1447.5488555496304, ""S003|饮用水"": 1447.5488555496304}",inf,5752.45114445037,0.3786956998754446,2179.49265026987,R000079
