G,group,box,zone,task,delivery,hard,hard_deadline,expected_delivery,new_uav,new_battery
2,G2-02,S003-WAT-03,S003,K000012,6361.46380421311,False,,7200,G2-02-U_C-01,G2-02-P_C-04
2,G2-02,S003-WAT-04,S003,K000012,6361.46380421311,False,,7200,G2-02-U_C-01,G2-02-P_C-04
2,G2-02,S004-MED-01,S004,K000015,6970.936554335702,True,7200.0,7200,G2-02-U_C-02,G2-02-P_C-01
2,G2-02,S004-FOD-01,S004,K000015,6970.936554335702,False,,10800,G2-02-U_C-02,G2-02-P_C-01
2,G2-02,S004-HYG-01,S004,K000015,6970.936554335702,False,,14400,G2-02-U_C-02,G2-02-P_C-01
2,G2-02,S004-WAT-01,S004,K000015,6970.936554335702,True,7200.0,7200,G2-02-U_C-02,G2-02-P_C-01
2,G2-02,S004-WAT-02,S004,K000015,6970.936554335702,False,,7200,G2-02-U_C-02,G2-02-P_C-01
2,G2-02,S004-WAT-03,S004,K000015,6970.936554335702,False,,7200,G2-02-U_C-02,G2-02-P_C-01
2,G2-02,S005-MED-01,S005,K000018,8525.322017508475,True,10800.0,10800,G2-02-U_C-01,G2-02-P_C-02
2,G2-02,S005-FOD-01,S005,K000018,8525.322017508475,False,,14400,G2-02-U_C-01,G2-02-P_C-02
2,G2-02,S005-HYG-01,S005,K000018,8525.322017508475,False,,18000,G2-02-U_C-01,G2-02-P_C-02
2,G2-02,S005-WAT-01,S005,K000018,8525.322017508475,True,10800.0,10800,G2-02-U_C-01,G2-02-P_C-02
2,G2-02,S005-WAT-02,S005,K000018,8525.322017508475,False,,10800,G2-02-U_C-01,G2-02-P_C-02
2,G2-02,S005-WAT-03,S005,K000018,8525.322017508475,False,,10800,G2-02-U_C-01,G2-02-P_C-02
2,G2-02,S007-MED-01,S007,K000008,3600.0,True,3600.0,3600,G2-02-U_C-01,G2-02-P_C-02
2,G2-02,S007-FOD-01,S007,K000008,3600.0,False,,7200,G2-02-U_C-01,G2-02-P_C-02
2,G2-02,S007-HYG-01,S007,K000008,3600.0,False,,10800,G2-02-U_C-01,G2-02-P_C-02
2,G2-02,S007-WAT-01,S007,K000008,3600.0,True,3600.0,3600,G2-02-U_C-01,G2-02-P_C-02
2,G2-02,S007-WAT-02,S007,K000008,3600.0,False,,3600,G2-02-U_C-01,G2-02-P_C-02
2,G2-02,S008-MED-01,S008,K000009,4685.423432649062,True,7200.0,7200,G2-02-U_C-02,G2-02-P_C-03
2,G2-02,S008-FOD-01,S008,K000009,4685.423432649062,False,,10800,G2-02-U_C-02,G2-02-P_C-03
2,G2-02,S008-HYG-01,S008,K000009,4685.423432649062,False,,14400,G2-02-U_C-02,G2-02-P_C-03
2,G2-02,S008-WAT-01,S008,K000009,4685.423432649062,True,7200.0,7200,G2-02-U_C-02,G2-02-P_C-03
2,G2-02,S008-WAT-02,S008,K000009,4685.423432649062,False,,7200,G2-02-U_C-02,G2-02-P_C-03
2,G2-02,S009-MED-01,S009,K000013,6865.807322505286,True,10800.0,10800,G2-02-U_B-02,G2-02-P_B-03
2,G2-02,S009-FOD-01,S009,K000013,6865.807322505286,False,,14400,G2-02-U_B-02,G2-02-P_B-03
2,G2-02,S009-WAT-01,S009,K000013,6865.807322505286,True,10800.0,10800,G2-02-U_B-02,G2-02-P_B-03
2,G2-02,S010-MED-01,S010,K000006,2954.986101835467,True,3600.0,3600,G2-02-U_B-02,G2-02-P_B-03
2,G2-02,S010-FOD-01,S010,K000006,2954.986101835467,False,,7200,G2-02-U_B-02,G2-02-P_B-03
2,G2-02,S010-WAT-01,S010,K000006,2954.986101835467,True,3600.0,3600,G2-02-U_B-02,G2-02-P_B-03
2,G2-02,S012-MED-01,S012,K000003,1271.3434070745934,True,3600.0,7200,G2-02-U_B-01,G2-02-P_B-01
2,G2-02,S012-FOD-01,S012,K000003,1271.3434070745934,False,,7200,G2-02-U_B-01,G2-02-P_B-01
2,G2-02,S012-WAT-01,S012,K000003,1271.3434070745934,True,3600.0,3600,G2-02-U_B-01,G2-02-P_B-01
2,G2-02,S013-MED-01,S013,K000007,2985.6159418547827,True,3600.0,3600,G2-02-U_B-01,G2-02-P_B-04
2,G2-02,S013-FOD-01,S013,K000007,2985.6159418547827,False,,7200,G2-02-U_B-01,G2-02-P_B-04
2,G2-02,S013-WAT-01,S013,K000007,2985.6159418547827,True,3600.0,3600,G2-02-U_B-01,G2-02-P_B-04
2,G2-02,S014-MED-01,S014,K000004,1242.4305043060124,True,3600.0,7200,G2-02-U_B-02,G2-02-P_B-02
2,G2-02,S014-FOD-01,S014,K000004,1242.4305043060124,False,,7200,G2-02-U_B-02,G2-02-P_B-02
2,G2-02,S014-WAT-01,S014,K000004,1242.4305043060124,True,3600.0,3600,G2-02-U_B-02,G2-02-P_B-02
2,G2-02,S015-MED-01,S015,K000014,6473.2236285174695,True,7200.0,7200,G2-02-U_B-01,G2-02-P_B-01
2,G2-02,S015-FOD-01,S015,K000014,6473.2236285174695,False,,14400,G2-02-U_B-01,G2-02-P_B-01
2,G2-02,S015-WAT-01,S015,K000014,6473.2236285174695,True,10800.0,10800,G2-02-U_B-01,G2-02-P_B-01
3,G3-01,S001-MED-01,S001,K000005,2875.825147417634,True,3600.0,3600,G3-01-U_C-01,G3-01-P_C-01
3,G3-01,S001-MED-02,S001,K000005,2875.825147417634,True,3600.0,3600,G3-01-U_C-01,G3-01-P_C-01
3,G3-01,S001-FOD-01,S001,K000005,2875.825147417634,False,,7200,G3-01-U_C-01,G3-01-P_C-01
3,G3-01,S001-FOD-02,S001,K000005,2875.825147417634,False,,7200,G3-01-U_C-01,G3-01-P_C-01
3,G3-01,S001-FOD-03,S001,K000005,2875.825147417634,False,,7200,G3-01-U_C-01,G3-01-P_C-01
3,G3-01,S001-HYG-01,S001,K000005,2875.825147417634,False,,10800,G3-01-U_C-01,G3-01-P_C-01
3,G3-01,S001-HYG-02,S001,K000019,8851.64634012156,False,,10800,G3-01-U_C-01,G3-01-P_C-01
3,G3-01,S001-WAT-01,S001,K001310,848.5768147050242,True,3600.0,3600,G3-01-U_A-01,G3-01-P_A-01
3,G3-01,S001-WAT-02,S001,K000005,2875.825147417634,False,,3600,G3-01-U_C-01,G3-01-P_C-01
3,G3-01,S001-WAT-03,S001,K000005,2875.825147417634,False,,3600,G3-01-U_C-01,G3-01-P_C-01
3,G3-01,S001-WAT-04,S001,K000011,4639.982471259751,False,,3600,G3-01-U_B-01,G3-01-P_B-01
3,G3-01,S001-WAT-05,S001,K000011,4639.982471259751,False,,3600,G3-01-U_B-01,G3-01-P_B-01
3,G3-01,S001-WAT-06,S001,K000019,8851.64634012156,False,,3600,G3-01-U_C-01,G3-01-P_C-01
3,G3-01,S001-WAT-07,S001,K000019,8851.64634012156,False,,3600,G3-01-U_C-01,G3-01-P_C-01
3,G3-01,S001-WAT-08,S001,K000019,8851.64634012156,False,,3600,G3-01-U_C-01,G3-01-P_C-01
3,G3-01,S011-MED-01,S011,K000016,8883.128720363024,True,10800.0,10800,G3-01-U_B-01,G3-01-P_B-01
3,G3-01,S011-FOD-01,S011,K000016,8883.128720363024,False,,14400,G3-01-U_B-01,G3-01-P_B-01
3,G3-01,S011-WAT-01,S011,K000016,8883.128720363024,True,10800.0,10800,G3-01-U_B-01,G3-01-P_B-01
3,G3-02,S002-MED-01,S002,K000001,1631.7285677823775,True,3600.0,3600,G3-02-U_C-01,G3-02-P_C-01
3,G3-02,S002-FOD-01,S002,K000001,1631.7285677823775,False,,7200,G3-02-U_C-01,G3-02-P_C-01
3,G3-02,S002-FOD-02,S002,K000010,4659.197807776761,False,,7200,G3-02-U_B-01,G3-02-P_B-02
3,G3-02,S002-HYG-01,S002,K000010,4659.197807776761,False,,10800,G3-02-U_B-01,G3-02-P_B-02
3,G3-02,S002-WAT-01,S002,K000001,1631.7285677823775,True,3600.0,3600,G3-02-U_C-01,G3-02-P_C-01
3,G3-02,S002-WAT-02,S002,K000001,1631.7285677823775,False,,3600,G3-02-U_C-01,G3-02-P_C-01
3,G3-02,S002-WAT-03,S002,K000001,1631.7285677823775,False,,3600,G3-02-U_C-01,G3-02-P_C-01
3,G3-02,S002-WAT-04,S002,K000001,1631.7285677823775,False,,3600,G3-02-U_C-01,G3-02-P_C-01
3,G3-02,S003-MED-01,S003,K000012,6361.46380421311,True,7200.0,7200,G3-02-U_C-01,G3-02-P_C-04
3,G3-02,S003-FOD-01,S003,K000012,6361.46380421311,False,,10800,G3-02-U_C-01,G3-02-P_C-04
3,G3-02,S003-FOD-02,S003,K000017,8372.225574456665,False,,10800,G3-02-U_B-01,G3-02-P_B-02
3,G3-02,S003-HYG-01,S003,K000017,8372.225574456665,False,,14400,G3-02-U_B-01,G3-02-P_B-02
3,G3-02,S003-WAT-01,S003,K000012,6361.46380421311,True,7200.0,7200,G3-02-U_C-01,G3-02-P_C-04
3,G3-02,S003-WAT-02,S003,K000012,6361.46380421311,False,,7200,G3-02-U_C-01,G3-02-P_C-04
3,G3-02,S003-WAT-03,S003,K000012,6361.46380421311,False,,7200,G3-02-U_C-01,G3-02-P_C-04
3,G3-02,S003-WAT-04,S003,K000012,6361.46380421311,False,,7200,G3-02-U_C-01,G3-02-P_C-04
3,G3-02,S004-MED-01,S004,K000015,6970.936554335702,True,7200.0,7200,G3-02-U_C-02,G3-02-P_C-01
3,G3-02,S004-FOD-01,S004,K000015,6970.936554335702,False,,10800,G3-02-U_C-02,G3-02-P_C-01
3,G3-02,S004-HYG-01,S004,K000015,6970.936554335702,False,,14400,G3-02-U_C-02,G3-02-P_C-01
3,G3-02,S004-WAT-01,S004,K000015,6970.936554335702,True,7200.0,7200,G3-02-U_C-02,G3-02-P_C-01
3,G3-02,S004-WAT-02,S004,K000015,6970.936554335702,False,,7200,G3-02-U_C-02,G3-02-P_C-01
3,G3-02,S004-WAT-03,S004,K000015,6970.936554335702,False,,7200,G3-02-U_C-02,G3-02-P_C-01
3,G3-02,S005-MED-01,S005,K000018,8525.322017508475,True,10800.0,10800,G3-02-U_C-01,G3-02-P_C-02
3,G3-02,S005-FOD-01,S005,K000018,8525.322017508475,False,,14400,G3-02-U_C-01,G3-02-P_C-02
3,G3-02,S005-HYG-01,S005,K000018,8525.322017508475,False,,18000,G3-02-U_C-01,G3-02-P_C-02
3,G3-02,S005-WAT-01,S005,K000018,8525.322017508475,True,10800.0,10800,G3-02-U_C-01,G3-02-P_C-02
3,G3-02,S005-WAT-02,S005,K000018,8525.322017508475,False,,10800,G3-02-U_C-01,G3-02-P_C-02
3,G3-02,S005-WAT-03,S005,K000018,8525.322017508475,False,,10800,G3-02-U_C-01,G3-02-P_C-02
3,G3-02,S007-MED-01,S007,K000008,3600.0,True,3600.0,3600,G3-02-U_C-01,G3-02-P_C-02
3,G3-02,S007-FOD-01,S007,K000008,3600.0,False,,7200,G3-02-U_C-01,G3-02-P_C-02
3,G3-02,S007-HYG-01,S007,K000008,3600.0,False,,10800,G3-02-U_C-01,G3-02-P_C-02
3,G3-02,S007-WAT-01,S007,K000008,3600.0,True,3600.0,3600,G3-02-U_C-01,G3-02-P_C-02
3,G3-02,S007-WAT-02,S007,K000008,3600.0,False,,3600,G3-02-U_C-01,G3-02-P_C-02
3,G3-02,S008-MED-01,S008,K000009,4685.423432649062,True,7200.0,7200,G3-02-U_C-02,G3-02-P_C-03
3,G3-02,S008-FOD-01,S008,K000009,4685.423432649062,False,,10800,G3-02-U_C-02,G3-02-P_C-03
3,G3-02,S008-HYG-01,S008,K000009,4685.423432649062,False,,14400,G3-02-U_C-02,G3-02-P_C-03
3,G3-02,S008-WAT-01,S008,K000009,4685.423432649062,True,7200.0,7200,G3-02-U_C-02,G3-02-P_C-03
3,G3-02,S008-WAT-02,S008,K000009,4685.423432649062,False,,7200,G3-02-U_C-02,G3-02-P_C-03
3,G3-02,S009-MED-01,S009,K000013,6865.807322505286,True,10800.0,10800,G3-02-U_B-02,G3-02-P_B-03
3,G3-02,S009-FOD-01,S009,K000013,6865.807322505286,False,,14400,G3-02-U_B-02,G3-02-P_B-03
3,G3-02,S009-WAT-01,S009,K000013,6865.807322505286,True,10800.0,10800,G3-02-U_B-02,G3-02-P_B-03
3,G3-02,S010-MED-01,S010,K000006,2954.986101835467,True,3600.0,3600,G3-02-U_B-02,G3-02-P_B-03
3,G3-02,S010-FOD-01,S010,K000006,2954.986101835467,False,,7200,G3-02-U_B-02,G3-02-P_B-03
3,G3-02,S010-WAT-01,S010,K000006,2954.986101835467,True,3600.0,3600,G3-02-U_B-02,G3-02-P_B-03
3,G3-02,S012-MED-01,S012,K000003,1271.3434070745934,True,3600.0,7200,G3-02-U_B-01,G3-02-P_B-01
3,G3-02,S012-FOD-01,S012,K000003,1271.3434070745934,False,,7200,G3-02-U_B-01,G3-02-P_B-01
3,G3-02,S012-WAT-01,S012,K000003,1271.3434070745934,True,3600.0,3600,G3-02-U_B-01,G3-02-P_B-01
3,G3-02,S013-MED-01,S013,K000007,2985.6159418547827,True,3600.0,3600,G3-02-U_B-01,G3-02-P_B-04
3,G3-02,S013-FOD-01,S013,K000007,2985.6159418547827,False,,7200,G3-02-U_B-01,G3-02-P_B-04
3,G3-02,S013-WAT-01,S013,K000007,2985.6159418547827,True,3600.0,3600,G3-02-U_B-01,G3-02-P_B-04
3,G3-02,S014-MED-01,S014,K000004,1242.4305043060124,True,3600.0,7200,G3-02-U_B-02,G3-02-P_B-02
3,G3-02,S014-FOD-01,S014,K000004,1242.4305043060124,False,,7200,G3-02-U_B-02,G3-02-P_B-02
3,G3-02,S014-WAT-01,S014,K000004,1242.4305043060124,True,3600.0,3600,G3-02-U_B-02,G3-02-P_B-02
3,G3-02,S015-MED-01,S015,K000014,6473.2236285174695,True,7200.0,7200,G3-02-U_B-01,G3-02-P_B-01
3,G3-02,S015-FOD-01,S015,K000014,6473.2236285174695,False,,14400,G3-02-U_B-01,G3-02-P_B-01
3,G3-02,S015-WAT-01,S015,K000014,6473.2236285174695,True,10800.0,10800,G3-02-U_B-01,G3-02-P_B-01
3,G3-03,S006-MED-01,S006,K000002,1209.4213122433111,True,3600.0,3600,G3-03-U_C-01,G3-03-P_C-01
3,G3-03,S006-FOD-01,S006,K000002,1209.4213122433111,False,,7200,G3-03-U_C-01,G3-03-P_C-01
3,G3-03,S006-HYG-01,S006,K000002,1209.4213122433111,False,,10800,G3-03-U_C-01,G3-03-P_C-01
3,G3-03,S006-WAT-01,S006,K000002,1209.4213122433111,True,3600.0,3600,G3-03-U_C-01,G3-03-P_C-01
3,G3-03,S006-WAT-02,S006,K000002,1209.4213122433111,False,,3600,G3-03-U_C-01,G3-03-P_C-01
3,G3-03,S006-WAT-03,S006,K000002,1209.4213122433111,False,,3600,G3-03-U_C-01,G3-03-P_C-01
